Order_ID;Customer_Name;Sales;Profit
CA-2012-142027;"Jay Kimmel";369.912;-13.8717
CA-2011-112158;"David Philippe";883.92;-110.49
US-2013-150861;"Emily Grady";400.032;-153.3456
CA-2011-112326;"Phillina Ober";272.736;-64.7748
CA-2011-124429;"Maya Herman";567.12;-28.356
CA-2013-140928;"Nona Balk";383.438;-167.3184
CA-2013-165316;"Jennifer Braxton";265.475;-111.4995
CA-2013-158099;"Paul Knutson";1141.47;-760.98
CA-2013-158099;"Paul Knutson";280.782;-46.797
US-2011-141215;"Kelly Lampkin";797.944;-56.996
US-2012-140200;"Cynthia Arntzen";393.165;-204.4458
US-2014-110576;"Ross Baird";516.488;-12.9122
US-2014-110576;"Ross Baird";2065.32;-619.596
CA-2012-124891;"Rick Hansen";1090.782;-290.8752
CA-2014-152702;"Steve Nguyen";254.604;-18.186
US-2013-143819;"Karen Daniels";836.592;-264.9208
CA-2013-130946;"Zuschuss Carroll";1088.792;-1850.9464
CA-2013-114727;"Linda Southworth";338.04;-33.804
US-2014-118087;"Stefania Perrino";1931.958;-386.3916
US-2013-168620;"Ross Baird";540.048;-47.2542
CA-2013-119186;"Maurice Satty";388.43;-88.784
CA-2014-113481;"Aaron Smayling";695.7;-27.828
CA-2011-153976;"Beth Paige";258.279;-70.1043
US-2011-160444;"Dan Campbell";281.424;-35.178
CA-2014-125199;"Harry Marie";309.576;-56.7556
US-2014-155425;"Ann Blume";239.952;-35.9928
US-2014-155425;"Ann Blume";899.136;-146.1096
US-2012-103471;"Jim Radford";590.058;-786.744
US-2014-117247;"Cyma Kinney";652.45;-430.617
US-2013-122245;"Adrian Barton";393.165;-204.4458
CA-2012-124800;"Rick Wilson";363.648;-86.3664
CA-2012-139731;"Joel Eaton";2453.43;-350.49
CA-2014-102337;"Shirley Daniels";470.302;-87.3418
US-2013-128902;"Mick Brown";244.006;-31.3722
CA-2013-152289;"Linda Cazamias";1024.716;-29.2776
CA-2014-130386;"Nathan Gelder";540.048;-47.2542
CA-2012-153388;"Pauline Chand";1004.976;-175.8708
US-2014-102890;"Sheri Gordon";1044.63;-295.9785
US-2011-157385;"Sanjit Chand";603.92;-67.941
CA-2011-101602;"Mick Crebagga";763.28;-21.808
CA-2012-131338;"Naresj Patel";382.806;-153.1224
CA-2012-118423;"Dennis Pardue";359.058;-35.9058
CA-2011-168984;"Natalie Webber";669.08;-167.27
CA-2011-168984;"Natalie Webber";438.336;-87.6672
CA-2014-144526;"Quincy Jones";677.58;-158.102
CA-2013-128531;"Neola Schneider";297.576;-7.4394
US-2012-157154;"Michael Moore";1018.104;-373.3048
CA-2011-122882;"Sean Braxton";399.54;-559.356
CA-2011-142839;"Troy Staebel";853.092;-227.4912
US-2014-124968;"Michelle Moray";765.625;-566.5625
CA-2014-104003;"Debra Catini";307.666;-14.4784
US-2012-123218;"Katherine Ducich";359.058;-71.8116
US-2014-164056;"Filia McAdams";1048.35;-69.89
US-2013-131149;"Logan Haushalter";338.04;-33.804
CA-2014-152807;"Mick Crebagga";442.4;-55.3
CA-2012-130785;"Arthur Gainer";411.332;-4.8392
CA-2012-130785;"Arthur Gainer";293.199;-20.6964
CA-2014-158379;"Joseph Airdo";4663.736;-1049.3406
CA-2011-103373;"Bruce Stewart";779.796;-168.9558
CA-2014-162691;"Aaron Smayling";1439.982;-263.9967
US-2014-121251;"Gary McGarr";257.568;-28.9764
US-2013-100839;"Noah Childs";727.45;-465.568
US-2014-116659;"Nat Gilpin";370.782;-92.6955
CA-2014-118885;"James Galang";393.568;-44.2764
CA-2011-140165;"Erica Hernandez";398.352;-331.96
CA-2011-142587;"Tracy Blumstein";409.59;-122.877
CA-2011-169775;"Ryan Akin";505.176;-336.784
CA-2014-157987;"Ann Chong";254.526;-93.3262
US-2014-147221;"Joy Smith";294.62;-766.012
CA-2012-142237;"Clytie Kelty";341.488;-73.176
CA-2012-133452;"Zuschuss Carroll";710.832;-97.7394
US-2014-110996;"Kelly Andreada";283.92;-46.137
CA-2014-166142;"Magdelene Morse";310.443;-48.7839
US-2011-140116;"Kean Thornton";636.408;-15.9102
CA-2011-123295;"Adrian Hane";259.136;-25.9136
CA-2011-159520;"Grant Thornton";991.764;-347.1174
US-2013-152051;"Theresa Swint";422.058;-18.0882
US-2013-152051;"Theresa Swint";254.352;-50.8704
US-2014-137491;"Linda Cazamias";305.312;-8.7232
CA-2012-131884;"Dennis Kane";485.94;-89.089
CA-2013-139157;"Greg Matthias";330.588;-115.7058
US-2013-126893;"Carol Triggs";494.982;-115.4958
CA-2014-142622;"Jim Karlsson";614.272;-23.0352
US-2012-147739;"Justin Deggeller";547.136;-68.392
US-2011-148838;"Christine Phan";1579.746;-447.5947
US-2011-148838;"Christine Phan";1071.576;-553.6476
US-2011-148838;"Christine Phan";613.908;-122.7816
CA-2013-159940;"Barry Französisch";253.372;-14.4784
US-2013-110170;"Harry Marie";956.6648;-225.0976
US-2014-147669;"Susan Vittorini";273.06;-104.673
CA-2013-119165;"Bill Donatelli";492.835;-14.081
US-2013-135923;"Carlos Meador";451.136;-67.6704
CA-2014-102750;"Greg Maxwell";1322.352;-99.1764
CA-2013-146206;"Kean Thornton";300.93;-34.392
US-2014-117723;"Dionis Lloyd";1801.632;-337.806
CA-2012-168746;"Seth Vernon";431.976;-100.7944
CA-2012-113404;"Eleni McCrary";1348.704;-219.1644
US-2013-115455;"Sanjit Engle";601.47;-300.735
CA-2011-127446;"Matt Collister";1218.735;-121.8735
US-2014-165344;"Sean Braxton";652.995;-935.9595
CA-2013-164784;"Herbert Flentye";370.62;-142.071
CA-2011-145317;"Sean Miller";821.3;-16.426
CA-2011-145317;"Sean Miller";22638.48;-1811.0784
CA-2014-149888;"Emily Phan";359.97;-71.994
CA-2014-149888;"Emily Phan";350.352;-140.1408
CA-2011-155887;"Kean Thornton";700.056;-130.0104
CA-2011-154599;"Kean Nguyen";308.499;-18.147
US-2011-112914;"Michelle Tran";300.5328;-97.2312
CA-2011-148915;"Natalie DeCherney";443.92;-94.333
CA-2013-147368;"Toby Carlisle";695.7;-27.828
US-2013-162852;"Brooke Gillingham";845.488;-12.0784
CA-2014-152093;"Skye Norling";762.594;-1143.891
CA-2011-148040;"Beth Fritzler";314.352;-35.3646
US-2013-159856;"Emily Phan";307.92;-34.641
US-2012-114839;"Pierre Wener";408.422;-5.8346
CA-2013-153577;"Katharine Harms";539.658;-7.7094
US-2014-120390;"Tracy Hopkins";1633.188;-1306.5504
CA-2014-167941;"Jill Fjeld";259.136;-51.8272
CA-2012-137512;"Anna Gayman";244.006;-31.3722
US-2011-112872;"Ryan Crowe";275.49;-170.8038
CA-2014-134845;"Sharelle Roach";2549.985;-3399.98
US-2012-138919;"Lindsay Shagiari";344.22;-103.266
US-2013-160528;"Mick Hernandez";727.296;-172.7328
US-2013-160528;"Mick Hernandez";666.4;-33.32
CA-2014-124674;"Joy Bell-";327.7328;-14.4588
CA-2012-135174;"Benjamin Patterson";1022.97;-255.7425
CA-2011-143903;"Katherine Murray";981.372;-140.196
CA-2014-118773;"Tom Prescott";252.784;-417.0936
CA-2013-150350;"Maxwell Schwartz";532.704;-39.9528
CA-2012-121720;"Jim Epp";1123.92;-182.637
CA-2014-149895;"Eugene Barchas";258.528;-47.3968
US-2013-148110;"Anthony Rawles";347.802;-24.843
CA-2012-147830;"Natalie Fritzler";1799.994;-2639.9912
CA-2012-139584;"Eleni McCrary";284.364;-75.8304
CA-2013-138695;"Kimberly Carter";390.272;-24.392
US-2013-127971;"David Wiener";318.43;-77.333
CA-2014-113355;"Sarah Jordon";317.058;-18.1176
US-2011-159926;"Carlos Soltero";539.964;-107.9928
CA-2014-161739;"Edward Becker";341.96;-427.45
CA-2011-165309;"Karen Daniels";896.99;-1480.0335
US-2011-150119;"Laurel Beltran";281.372;-12.0588
US-2011-150119;"Laurel Beltran";281.372;-12.0588
CA-2014-152583;"Ryan Akin";251.006;-68.1302
CA-2014-136448;"Adam Shillingsburg";538.194;-412.6154
CA-2013-131289;"Stefania Perrino";1421.664;-195.4788
CA-2012-157322;"Rob Haberlin";408.422;-5.8346
CA-2012-157322;"Rob Haberlin";382.116;-92.7996
CA-2011-166863;"Sam Craven";418.8;-97.72
CA-2011-166863;"Sam Craven";509.488;-127.372
CA-2014-140326;"Helen Wasserman";825.174;-117.882
CA-2012-124975;"Michael Grace";796.425;-525.6405
CA-2013-152555;"Maria Etezadi";844.116;-36.1764
CA-2014-121839;"Mick Hernandez";1169.694;-253.4337
CA-2011-159835;"Randy Bradley";657.93;-93.99
CA-2014-112529;"Stewart Carmichael";718.116;-71.8116
US-2011-169789;"Maureen Fritzler";551.985;-459.9875
CA-2013-116799;"Jason Gross";563.43;-56.343
CA-2013-155530;"Charles McCrossin";2003.52;-325.572
CA-2014-165204;"Michael Nguyen";720.064;-63.0056
US-2011-117163;"Ed Jacobs";333;-16.65
CA-2014-147760;"Kelly Lampkin";523.764;-192.0468
CA-2012-113628;"Anna Häberlin";523.92;-72.039
CA-2014-141873;"Harry Greene";314.352;-15.7176
CA-2011-105984;"Muhammed Yedwab";1049.97;-209.994
CA-2011-105984;"Muhammed Yedwab";611.058;-34.9176
CA-2011-126760;"Kunst Miller";674.352;-109.5822
CA-2011-101931;"Todd Sumrall";616.998;-36.294
CA-2014-154039;"Julie Kriz";480.96;-269.3376
CA-2012-129896;"Peter Fuller";364.704;-36.4704
CA-2012-167010;"Valerie Takahito";547.136;-68.392
CA-2012-167010;"Valerie Takahito";352.45;-211.47
US-2014-142573;"Maris LaWare";801.6;-448.896
US-2014-142573;"Maris LaWare";311.976;-42.8967
CA-2013-162082;"John Stevenson";241.332;-14.196
CA-2013-119963;"Steve Nguyen";255.108;-18.222
CA-2013-135265;"Christopher Conant";287.968;-3.5996
CA-2011-137589;"Maxwell Schwartz";286.344;-64.4274
CA-2013-145730;"Chris Cortes";637.896;-127.5792
CA-2011-122931;"Suzanne McNair";409.272;-81.8544
CA-2011-122931;"Suzanne McNair";1801.632;-337.806
CA-2011-163034;"Darren Koutras";646.2;-8.0775
CA-2011-127299;"John Lee";2624.985;-944.9946
CA-2014-106068;"Randy Bradley";259.136;-58.3056
CA-2011-157924;"Helen Andreada";433.568;-65.0352
CA-2011-145387;"Anne McFarland";385.686;-60.6078
CA-2014-100223;"Linda Southworth";332.028;-348.6294
US-2013-131611;"Emily Phan";863.128;-160.2952
US-2013-131611;"Emily Phan";956.6648;-225.0976
CA-2012-105690;"Carol Adams";246.1328;-76.0116
CA-2011-125829;"William Brown";573.728;-64.5444
US-2012-147662;"Karl Braun";323.982;-80.9955
CA-2014-105410;"Natalie DeCherney";657.504;-131.5008
CA-2014-169894;"Mark Van Huff";415.872;-41.5872
CA-2012-155600;"Rose O'Brian";1598.058;-1065.372
CA-2014-162565;"Ralph Ritter";520.464;-14.8704
CA-2012-152891;"Trudy Brown";253.176;-31.647
US-2012-122784;"Russell Applegate";384.944;-126.4816
US-2012-122784;"Russell Applegate";913.43;-52.196
CA-2014-105851;"Sanjit Engle";1332.496;-299.8116
CA-2014-168641;"Kelly Andreada";321.568;-16.0784
CA-2014-121300;"Maureen Gastineau";344.22;-189.321
CA-2011-150798;"Joe Kamberova";909.72;-51.984
CA-2014-155075;"Giulietta Weimer";631.176;-462.8624
CA-2012-104129;"Erin Smith";493.92;-28.224
CA-2012-126557;"Rob Lucas";383.607;-5.4801
CA-2014-129490;"Sanjit Jacobs";419.136;-57.6312
CA-2014-147228;"Sean O'Donnell";258.48;-3.231
CA-2014-130141;"Helen Abelman";579.136;-28.9568
CA-2012-112130;"Stewart Visinsky";844.116;-36.1764
US-2014-133200;"Dorothy Badders";623.4648;-119.1918
US-2014-133200;"Dorothy Badders";772.68;-57.951
CA-2013-159912;"George Bell";241.92;-56.448
CA-2011-138681;"Carol Triggs";242.352;-42.4116
CA-2011-106229;"Nick Radford";268.935;-209.7693
CA-2011-119151;"Mike Pelletier";275.952;-37.9434
CA-2012-104346;"Irene Maddox";364.95;-248.166
CA-2013-121370;"Eugene Barchas";380.058;-21.7176
CA-2012-140025;"Peter Fuller";463.248;-1181.2824
CA-2014-118402;"Jas O'Carroll";243.92;-54.882
US-2011-161613;"Matt Connell";674.058;-19.2588
CA-2014-163125;"Maria Bertelson";254.058;-32.6646
US-2014-122714;"Henry Goldwyn";1889.99;-2929.4845
CA-2012-102876;"Lisa Ryan";791.964;-131.994
CA-2011-153850;"Thea Hendricks";1502.376;-250.396
CA-2012-141243;"Amy Hunt";1352.3976;-437.5404
CA-2014-142090;"Shahid Collister";1781.682;-653.2834
CA-2011-134572;"Seth Vernon";744.1;-95.67
CA-2011-134572;"Seth Vernon";401.59;-131.951
US-2014-133312;"Bradley Drucker";359.499;-29.6058
CA-2012-109001;"Katherine Nockton";466.158;-93.2316
CA-2011-160766;"Darrin Martin";464.292;-108.3348
CA-2014-163006;"Gary Hansen";569.058;-178.8468
CA-2014-106432;"Christina Anderson";328.3992;-91.7586
CA-2012-134719;"John Dryer";1801.632;-337.806
US-2012-154389;"Eugene Hildebrand";748.752;-162.2296
CA-2013-103982;"Alex Avila";3930.072;-786.0144
CA-2013-119865;"Adam Shillingsburg";353.568;-44.196
CA-2014-125913;"Jack O'Briant";399.672;-14.9877
CA-2011-113859;"Becky Castell";340.116;-9.7176
CA-2011-146283;"Kean Takahito";966.7;-13.81
CA-2014-131254;"Nathan Cano";1525.188;-2287.782
US-2014-162558;"Dean percer";2314.116;-1002.7836
CA-2012-118738;"Andrew Gjertsen";347.361;-69.4722
US-2013-151827;"Carlos Soltero";280.782;-60.8361
CA-2014-148999;"Emily Burns";419.136;-68.1096
CA-2011-105249;"Duane Huffman";411.332;-4.8392
CA-2014-127782;"Thea Hudgings";859.2;-186.16
CA-2014-117667;"Michael Stewart";239.96;-10.284
CA-2014-117667;"Michael Stewart";255.968;-28.7964
CA-2013-134936;"Erin Smith";455.97;-218.8656
CA-2014-137498;"Liz Carlisle";243.92;-15.245
CA-2014-148810;"Dan Reichenbach";273.552;-13.6776
US-2013-146066;"Rick Bensley";815.292;-339.705
CA-2013-145261;"Adrian Hane";377.45;-264.215
CA-2013-108875;"Craig Leslie";511.056;-95.823
CA-2012-119550;"Roger Barcio";275.058;-90.3762
CA-2011-103191;"Vivek Grady";331.536;-82.884
CA-2011-145800;"Shahid Shariari";355.455;-184.8366
CA-2013-142398;"Beth Paige";638.288;-31.9144
CA-2011-166716;"Craig Reiter";421.372;-6.0196
CA-2014-117632;"Charles Sheldon";285.48;-10.7055
CA-2013-133935;"Jane Waco";885.528;-99.6219
US-2012-126977;"Peter Fuller";2003.92;-25.049
CA-2013-130288;"Dean Katz";313.176;-120.0508
US-2014-169551;"Rob Lucas";683.988;-113.998
CA-2011-155796;"Tom Stivers";521.96;-250.5408
CA-2013-135636;"Doug Bickford";387.72;-67.851
CA-2013-162187;"Noel Staavos";458.43;-137.529
CA-2013-162187;"Noel Staavos";328.59;-147.8655
US-2012-155369;"Patrick Gardner";310.392;-512.1468
CA-2014-145702;"Adam Hart";314.352;-35.3646
CA-2012-105571;"Christine Phan";1345.485;-1031.5385
CA-2014-166695;"Chuck Clark";518.272;-97.176
US-2014-132381;"Dean percer";314.532;-83.8752
CA-2013-124590;"Susan Pistek";1474.802;-21.0686
CA-2013-124590;"Susan Pistek";449.372;-12.8392
CA-2014-101322;"Jason Gross";340.704;-34.0704
CA-2014-113453;"Charles McCrossin";329.988;-76.9972
CA-2013-133669;"Susan Vittorini";235.152;-47.0304
CA-2012-133445;"Jeremy Farry";291.168;-14.5584
CA-2014-141425;"Anthony Rawles";384.592;-81.7258
CA-2013-132479;"Michael Kennedy";442.372;-729.9138
CA-2013-125080;"Victoria Wilson";661.176;-231.4116
CA-2011-100090;"Ed Braxton";502.488;-87.9354
CA-2013-163328;"Tracy Poddar";650.352;-97.5528
CA-2013-127236;"Troy Blackwell";299.975;-167.986
CA-2014-161774;"Greg Tran";899.43;-12.849
CA-2012-149650;"Robert Dilbeck";454.272;-73.8192
CA-2011-165764;"Shahid Hopkins";945.036;-299.2614
CA-2011-165764;"Shahid Hopkins";410.352;-51.294
US-2014-113992;"Lena Creighton";974.988;-97.4988
CA-2011-166891;"Chris Cortes";589.41;-6.549
CA-2014-113908;"Katherine Nockton";384.768;-115.4304
CA-2011-129147;"Liz Carlisle";539.964;-107.9928
US-2013-128909;"Sibella Parks";332.832;-24.9624
CA-2011-128209;"Greg Tran";4007.84;-50.098
CA-2011-169684;"Fred Hopkins";328.59;-147.8655
CA-2011-113880;"Vicky Freymann";634.116;-172.1172
CA-2014-131282;"Cassandra Brandow";243.992;-426.986
CA-2011-100678;"Kunst Miller";317.058;-18.1176
CA-2013-148852;"Stewart Visinsky";484.704;-84.8232
CA-2011-108609;"Anthony Jacobs";1421.664;-734.5264
US-2013-127334;"Mike Pelletier";564.195;-304.6653
CA-2014-135937;"Katherine Murray";386.91;-185.7168
CA-2011-144029;"Michelle Moray";359.772;-5.1396
CA-2013-144764;"Rob Lucas";1362.9;-19.47
CA-2014-100615;"Sarah Jordon";317.058;-18.1176
CA-2014-121293;"John Castell";259.92;-25.992
CA-2013-109827;"Laurel Workman";269.97;-386.957
CA-2014-156237;"Pamela Stobb";241.17;-168.819
CA-2014-123036;"Helen Abelman";259.896;-56.3108
US-2012-165512;"Vivek Sundaresam";602.651;-163.5767
CA-2013-106243;"Greg Matthias";523.92;-26.196
CA-2012-104871;"Daniel Raglin";366.744;-110.0232
CA-2012-154823;"Katherine Nockton";598.458;-42.747
CA-2013-165330;"William Brown";363.92;-31.843
CA-2013-106950;"Joe Elijah";472.518;-149.6307
CA-2014-128944;"Katharine Harms";760.116;-43.4352
CA-2012-163965;"Sung Shariari";290.352;-36.294
US-2014-141558;"Marc Harrigan";776.85;-181.265
CA-2013-164399;"Dianna Wilson";674.352;-8.4294
CA-2013-104276;"Herbert Flentye";331.023;-114.3534
CA-2014-154760;"Beth Paige";274.491;-228.7425
CA-2013-164924;"Erin Ashbrook";341.991;-319.1916
CA-2014-118892;"Tom Prescott";4416.174;-630.882
US-2011-127978;"Jill Stevenson";302.45;-199.617
CA-2013-123337;"Keith Dawkins";273.666;-12.8784
CA-2014-159282;"Gary Hansen";599.985;-479.988
CA-2011-158281;"Andy Gerbode";559.71;-121.2705
CA-2014-109183;"Lena Radford";649;-272.58
CA-2011-163468;"Joe Kamberova";292.1;-175.26
CA-2011-163468;"Joe Kamberova";424.116;-30.294
CA-2011-163468;"Joe Kamberova";381.72;-66.801
CA-2011-137274;"Mike Gockenbach";890.841;-152.7156
CA-2014-168389;"Darrin Van Huff";721.875;-420
CA-2014-152135;"Matthew Grinstein";445.44;-81.664
US-2011-115189;"Alex Russell";251.964;-50.3928
US-2011-115189;"Alex Russell";523.764;-192.0468
CA-2013-127243;"David Smith";340.182;-73.7061
CA-2013-127243;"David Smith";347.802;-24.843
CA-2013-110975;"Darren Budd";313.176;-120.0508
US-2013-114013;"Stewart Carmichael";386.68;-5.524
US-2013-114013;"Stewart Carmichael";539.91;-116.9805
US-2013-114013;"Stewart Carmichael";552.56;-138.14
US-2013-114013;"Stewart Carmichael";449.1;-643.71
US-2014-163657;"Janet Lee";236.528;-2.9566
CA-2014-105669;"Sanjit Jacobs";318.43;-77.333
CA-2011-129938;"Ed Braxton";445.802;-108.2662
US-2012-134558;"Peter McVee";1053.164;-105.3164
US-2014-160836;"Cindy Chapman";512.19;-65.853
US-2014-161935;"John Lee";1889.946;-377.9892
US-2014-112347;"Bill Stewart";242.352;-363.528
CA-2011-114181;"Art Foster";349.965;-216.9783
US-2013-166660;"Tim Brockman";435.168;-59.8356
CA-2013-158778;"Dean Braden";887.271;-63.3765
US-2013-157490;"Laurel Beltran";703.71;-938.28
US-2011-115196;"Daniel Lacy";1299.99;-571.9956
CA-2012-101889;"David Bremer";1548.99;-464.697
CA-2014-151799;"Ben Ferrer";526.582;-52.6582
CA-2013-113978;"Tony Sayre";331.536;-82.884
US-2013-109260;"Tanja Norvell";431.976;-75.5958
CA-2014-104850;"Tamara Willingham";291.136;-25.4744
CA-2013-108196;"Cindy Stewart";456.588;-304.392
CA-2013-108196;"Cindy Stewart";4499.985;-6599.978
CA-2013-162236;"Elpida Rittenbach";876.3;-292.1
CA-2012-102260;"Sanjit Jacobs";720.064;-63.0056
CA-2013-134334;"Dave Kipp";550.431;-47.1798
CA-2012-106257;"Eugene Barchas";241.568;-15.098
CA-2012-149083;"Sally Hughsby";307.136;-11.5176
CA-2012-143364;"Toby Gnade";272.736;-64.7748
CA-2013-160241;"Daniel Raglin";242.176;-302.72
CA-2013-155747;"Jim Sink";337.176;-118.0116
CA-2014-128363;"Dan Campbell";1614.582;-1237.8462
CA-2012-110891;"Phillina Ober";344.372;-93.4724
CA-2014-167549;"Evan Minnotte";298.116;-4.2588
CA-2014-131807;"Greg Guthrie";435.168;-59.8356
US-2012-126753;"Sung Pak";519.792;-112.6216
CA-2011-129189;"Harry Marie";657.93;-93.99
CA-2014-151750;"Janet Martin";454.56;-107.958
CA-2014-151750;"Janet Martin";310.744;-26.6352
CA-2012-150714;"Kristen Hastings";718.64;-161.694
CA-2014-159149;"Cyra Reiten";438.336;-87.6672
CA-2013-130393;"John Murray";248.43;-17.745
US-2014-106551;"Eric Barreto";526.344;-75.192
CA-2012-137064;"Trudy Schmidt";670.752;-125.766
CA-2013-118073;"Cindy Schnelling";562.2925;-255.5875
CA-2013-131296;"Melanie Seite";239.372;-23.9372
CA-2012-168207;"Liz Thompson";512.499;-30.147
CA-2013-144148;"Anna Häberlin";863.128;-32.3673
CA-2014-107174;"Adam Bellavance";449.568;-73.0548
CA-2012-112767;"Darren Koutras";277.5;-188.7
CA-2012-119879;"Shahid Shariari";1252.704;-480.2032
CA-2012-141565;"Barry Gonzalez";1369.764;-913.176
CA-2012-141565;"Barry Gonzalez";294.368;-58.8736
CA-2014-102204;"Caroline Jumper";933.262;-458.1468
CA-2013-133816;"Christopher Schild";743.988;-123.998
CA-2011-168312;"Giulietta Weimer";376.509;-43.0296
CA-2011-161508;"Paul Van Hugh";512.358;-14.6388
CA-2014-135076;"Yana Sorensen";436.704;-38.2116
CA-2014-132199;"Bill Overfelt";373.47;-112.041
CA-2014-147207;"Trudy Schmidt";913.43;-169.637
CA-2013-142594;"Eva Jacobs";366.009;-47.0583
CA-2013-130820;"Odella Nelson";630.024;-199.5076
CA-2014-132290;"Maribeth Dona";933.408;-173.3472
CA-2013-118129;"Clay Ludtke";303.92;-30.392
US-2013-155173;"Julia Barnett";431.94;-71.99
CA-2014-125451;"Adam Hart";240.744;-13.7568
CA-2014-125451;"Adam Hart";637.896;-127.5792
CA-2013-125087;"Thea Hudgings";344.372;-93.4724
US-2014-132031;"Parhena Norris";387.136;-14.5176
CA-2013-109400;"Nick Radford";366.744;-110.0232
CA-2014-137624;"Maria Etezadi";241.424;-36.2136
CA-2011-121629;"Brian Thompson";998.85;-199.77
CA-2011-151946;"Bobby Trafton";353.568;-44.196
CA-2014-117513;"Bill Tyler";399.672;-14.9877
CA-2012-164084;"Andy Gerbode";481.176;-120.294
CA-2013-107783;"Olvera Toch";1369.764;-913.176
US-2014-148551;"David Bremer";760.98;-1141.47
CA-2014-124765;"Henia Zydlo";723.92;-81.441
CA-2014-163265;"Joy Smith";600.558;-8.5794
CA-2014-141705;"Patrick O'Brill";517.405;-81.3065
CA-2013-136770;"Stephanie Phelps";259.896;-56.3108
CA-2013-136770;"Stephanie Phelps";247.188;-49.4376
CA-2011-105648;"Eva Jacobs";626.352;-23.4882
US-2012-145422;"Pierre Wener";359.499;-29.6058
CA-2013-120824;"Arthur Wiediger";379.372;-119.2312
CA-2012-133585;"Craig Molinari";1227.9984;-36.1176
US-2012-115343;"Frank Olsen";617.976;-7.7247
CA-2011-120411;"Sarah Brown";493.43;-70.49
CA-2013-168032;"David Flashing";626.1;-538.446
US-2012-168704;"Frank Preis";609.98;-113.282
CA-2014-111717;"Scot Wooten";239.358;-47.8716
CA-2014-150910;"Jack Lebron";934.956;-249.3216
CA-2014-150266;"Rose O'Brian";853.93;-24.398
CA-2013-134180;"Julie Prescott";470.155;-13.433
CA-2014-159100;"Victoria Pisteka";1875.258;-968.8833
CA-2014-137785;"Mick Hernandez";458.43;-124.431
CA-2013-143406;"Lisa Ryan";454.965;-136.4895
CA-2013-131093;"Troy Staebel";295.4;-62.7725
CA-2012-162950;"Dorothy Wardle";482.94;-376.6932
CA-2014-153045;"Neola Schneider";429.6;-93.08
CA-2014-153045;"Neola Schneider";887.271;-63.3765
CA-2013-130911;"Dan Campbell";301.47;-241.176
US-2012-130512;"Sean Miller";663.072;-165.768
US-2012-164238;"Joni Wasserman";301.47;-204.9996
CA-2011-148383;"Resi Pölking";946.764;-694.2936
CA-2014-122539;"Sean Christensen";398.972;-28.498
CA-2014-154011;"Deborah Brumfield";457.485;-84.9615
US-2014-165456;"Trudy Brown";1079.316;-15.4188
CA-2013-161907;"Justin Hirsh";769.184;-163.4516
